1,['t' 'r' 'r' 'r' 'r'],45.17951216511652
1,['r' 'r' 't' 't'],72.6968873261697
1,['t' 'r' 't' 't' 'r' 'r' 'r' 'r' 't'],141.19754672570812
1,['t' 't' 't'],167.29985612780473
1,['t' 't' 't' 't'],121.15679864915431
1,['r' 't' 't'],188.502134910321
1,['t' 't' 't'],153.0159186487169
1,['r' 't'],154.66295426832937
0,['r' 'r' 't' 't'],141.19754672570812
0,['t' 'r' 't' 't' 'r' 'r' 'r' 'r' 't'],167.29985612780473
0,['t' 't' 't' 't'],188.502134910321
0,['r' 't' 't'],153.0159186487169
0,['t' 't' 't'],154.66295426832937
1,['t' 'r' 't' 'r' 't' 't'],213.26174828205234
1,['t' 't' 't' 't'],227.44283147987
1,['r' 't' 't' 'r' 'r' 'r' 'r' 't'],240.6421264884977
1,['r' 'r' 't' 't'],249.38010822714688
1,['t' 't' 't' 't'],256.63744599043093
1,['t' 't' 't'],268.3799597429004
1,['r' 't' 't'],219.67264688108244
1,['r' 'r' 't' 't'],276.4597950576069
0,['t' 't' 't' 't'],240.6421264884977
0,['r' 't' 't' 'r' 'r' 'r' 'r' 't'],249.38010822714688
0,['r' 'r' 't' 't'],256.63744599043093
0,['t' 't' 't' 't'],268.3799597429004
0,['r' 't' 't'],276.4597950576069
1,['r' 'r' 'r' 'r' 't'],232.3229155684648
1,['r' 'r' 'r' 'r' 't'],237.1949759505949
1,['r' 'r' 't' 't'],292.93154149896134
1,['r' 't' 't' 'r' 'r' 'r' 'r' 't'],298.96512154213895
1,['t' 'r' 't' 't'],305.6542721876624
1,['t' 't' 't' 't'],314.10861114080774
1,['r' 't' 'r' 't' 't'],264.3809447643158
1,['r' 'r' 'r' 't'],322.372479287086
0,['r' 'r' 'r' 'r' 't'],292.93154149896134
0,['r' 'r' 't' 't'],298.96512154213895
0,['r' 't' 't' 'r' 'r' 'r' 'r' 't'],305.6542721876624
0,['t' 'r' 't' 't'],314.10861114080774
0,['r' 't' 'r' 't' 't'],322.372479287086
