1,['r' 'r'],61.10442145007162
1,['t' 'r'],138.42949145239137
1,['r'],113.83841397380202
1,['r' 't'],122.24358816473153
1,['t'],125.0016833649057
0,['t' 'r'],138.42949145239137
1,['r' 't' 'r'],143.0944989584376
1,['t'],211.31073941134494
1,['t' 'r' 'r'],227.75193087699128
1,['t' 'r' 't'],236.25665705864168
1,['r' 'r'],196.19689400134956
1,['r'],207.27484436734036
1,['t' 'r'],261.57118374531103
1,['t' 't'],213.18327620976413
1,['t' 't' 'r'],270.7142540366938
0,['t' 't' 'r'],270.7142540366938
1,['t' 't' 'r' 't'],224.16298022937156
1,['t' 't' 't'],280.9260062494303
1,['t' 't' 'r'],290.0600592211648
1,['t' 't'],239.7715433941354
1,['t' 'r' 'r'],294.40905576765124
1,['t' 't' 'r' 'r'],300.4136838459443
1,['r' 't' 't' 'r'],308.61431144521805
1,['r' 't' 'r'],264.17952926812075
1,['t' 't' 't' 'r'],322.34264162170643
1,['t' 'r' 't' 'r'],326.54449533838215
1,['t' 'r'],333.2932254625888
0,['t' 'r'],333.2932254625888
1,['t' 't' 'r'],336.42688926294386
1,['r'],291.68607841498897
1,['t'],293.34098001238954
1,['r' 't' 'r'],345.3477769390167
1,['t' 'r' 'r'],349.9425502974613
1,['t' 'r'],355.0658500693321
1,['t' 'r' 't'],359.335971931328
1,['r' 'r'],314.58526033770397
1,['t' 't'],369.73100815701935
0,['t' 't'],369.73100815701935
1,['t' 'r'],376.29156898493574
1,['t'],379.1317890230079
1,['t' 'r' 't'],385.3734498155276
1,['r' 't'],335.267494692084
1,['r' 't' 't'],388.1643008873398
1,['t' 't' 't'],339.661464417293
1,['t' 't' 'r'],389.65427131326743
1,['t' 't'],392.6963706733081
0,['t' 't'],392.6963706733081
1,['t' 't' 't'],343.2159774704382
1,['r' 't' 't'],396.5529478770702
1,['t' 't'],347.35097437446154
1,['t' 'r' 't'],399.1753640766637
1,['r' 't'],350.4836291943943
1,['t' 'r'],406.6946333480357
1,['t'],409.5147248753171
1,['t' 't' 'r'],411.57973665731237
0,['t' 't' 'r'],411.57973665731237
1,['t' 't' 'r' 'r'],413.1168530534037
1,['t' 't' 't' 'r'],415.78070890674087
1,['r' 't' 'r'],366.00060367011787
1,['t' 't' 'r'],418.81237360451604
1,['t' 't' 'r' 't'],369.582089729992
1,['t' 'r' 't' 'r'],422.31006644587234
1,['t' 't'],424.39607060471394
1,['t' 't' 't'],426.4310750460438
1,['r' 't' 't' 'r'],429.43282380012135
1,['t' 'r' 'r'],379.25471560676397
1,['t' 'r'],433.72283211529225
0,['t' 'r'],433.72283211529225
1,['t' 'r' 't'],433.50532206060893
1,['r' 't' 'r'],436.0874294535198
1,['r'],439.4787375010139
1,['t' 'r' 'r'],389.70038877129497
1,['t' 't' 'r'],442.21468433977753
1,['t' 't'],393.2052858439751
1,['t'],392.7816566152563
1,['t' 'r'],443.7593250007737
1,['r' 'r'],396.17924506296004
0,['t' 'r'],443.7593250007737
1,['t'],448.93012521421537
1,['t' 't' 'r'],451.0313829075625
1,['r' 'r'],403.11760030490285
1,['t' 'r' 'r'],403.02961224520556
1,['t' 'r' 't'],456.1026285864679
1,['r'],407.00847766550197
1,['t' 't'],406.5292700046612
1,['t' 'r'],458.7046292594869
1,['r' 't' 'r'],458.8738412261849
0,['r' 't' 'r'],458.8738412261849
1,['r' 't' 'r'],460.07770007907754
1,['r' 'r' 't' 'r'],413.48341328231936
1,['r' 't' 't'],463.2888585856541
1,['r' 't' 't' 'r'],465.778303441164
1,['r' 'r'],466.99091808146824
1,['r' 'r' 'r'],469.8248910839385
1,['t' 't' 'r'],470.3169528367968
1,['t' 'r'],472.41902485228877
1,['r' 't'],475.53229197448286
1,['t' 'r' 't' 'r'],476.50669923142317
1,['r' 't' 'r' 't'],479.8851503508937
1,['r' 't' 'r' 'r'],429.2795359466419
0,['r' 't' 'r' 't'],479.8851503508937
1,['r' 't' 't' 't'],429.70459763217275
1,['r' 't' 't' 'r' 't'],482.8012803491489
1,['r' 't' 't'],484.0793295745171
1,['r' 't' 'r' 'r'],434.9334183984898
1,['t' 't' 'r' 't'],486.4987912381912
1,['r' 't' 'r' 'r' 't'],487.9541923905635
1,['r' 'r' 'r' 't'],437.9960485924301
1,['r' 't' 'r' 't' 't'],489.1399336577469
1,['r' 'r' 't' 'r' 't'],441.31179730119095
1,['r' 'r' 't'],490.9502532371679
1,['r' 't' 'r' 't'],441.7366327998536
1,['t' 'r' 't' 'r' 't'],493.6182140948102
1,['r' 't' 'r'],494.60928250317136
1,['r' 't' 'r' 't' 'r'],494.84813480471246
1,['t' 'r' 't'],495.86632740400944
0,['t' 'r' 't'],495.86632740400944
1,['t' 't' 't'],446.10743194954574
1,['r' 't'],446.9708114401562
1,['t' 'r'],498.3267270440157
1,['t' 't' 'r' 't'],499.49936878126755
1,['t' 'r' 't'],500.76638126982743
1,['t' 'r' 't' 't'],501.90415186402817
1,['t' 't'],452.7050052993027
1,['r' 't' 'r' 't'],452.98726108927207
1,['t' 'r' 'r'],503.0365082456592
1,['r' 'r' 't'],504.51571764444265
1,['t' 'r' 't' 'r'],504.3034525310281
1,['t' 'r' 'r' 't'],505.5595555965133
0,['t' 'r' 'r' 't'],505.5595555965133
1,['t' 'r' 'r' 't' 't'],456.84507451905165
1,['r' 'r' 'r' 't'],508.0465255527786
1,['t' 'r' 'r' 'r'],507.4698940778657
1,['t' 'r' 'r' 'r' 't'],509.45360647939253
1,['t' 'r' 'r'],509.7589102117829
1,['t' 'r' 't'],511.3714392942932
