1,['t' 't' 'r' 'r' 't'],110.58461565105307
1,['r' 't' 'r' 'r' 't' 'r' 't'],80.07775242308581
1,['t' 't' 'r' 'r' 't'],155.94354646995185
1,['r' 'r' 'r' 't' 't' 't' 't'],110.83972216458295
1,['r' 'r' 'r' 't' 't' 'r' 't'],182.0920532560749
1,['t' 'r' 'r' 't' 'r'],138.24172874262038
1,['r' 't' 't' 't' 'r' 't' 't'],193.9987938097844
1,['r' 'r' 't'],209.7290039685123
0,['r' 'r' 'r' 't' 't' 't' 't'],182.0920532560749
0,['t' 'r' 'r' 't' 'r'],193.9987938097844
0,['r' 't' 't' 't' 'r' 't' 't'],209.7290039685123
1,['t' 't' 't' 'r' 't' 't'],228.57914990099997
1,['r' 'r' 'r' 't' 't' 't' 't'],240.8571744026137
1,['r' 'r' 'r' 'r' 't' 'r'],192.956698105766
1,['r' 'r' 'r' 't' 't' 't' 't'],201.44273842290107
1,['r' 'r' 'r' 't' 't' 't' 't'],257.6601883572635
1,['r' 't' 'r' 'r' 't' 'r'],261.31842418053765
1,['r' 'r' 'r' 't' 'r'],269.03854325840655
1,['r' 'r' 'r' 't' 't' 't' 't'],272.8401408530351
0,['r' 'r' 'r' 't' 't' 't' 't'],261.31842418053765
0,['r' 't' 'r' 'r' 't' 'r'],269.03854325840655
0,['r' 'r' 'r' 't' 'r'],272.8401408530351
1,['r' 'r' 'r' 't' 'r'],282.1833895383919
1,['r' 'r' 'r' 'r' 't' 'r'],241.64053252563025
1,['r' 't' 'r' 'r' 't' 'r'],245.8798672628459
1,['r' 'r' 'r' 't' 'r'],247.82389619793733
1,['r' 'r' 't' 't' 't' 't' 't'],252.20699865979054
1,['t' 't' 'r' 'r' 't' 'r'],306.202298457604
1,['r' 'r' 'r' 'r' 't' 'r'],314.5138334067465
1,['r' 't' 'r' 'r' 't' 'r'],266.58710070504395
0,['r' 't' 'r' 'r' 't' 'r'],282.1833895383919
0,['r' 'r' 't' 't' 't' 't' 't'],306.202298457604
0,['t' 't' 'r' 'r' 't' 'r'],314.5138334067465
1,['r' 't' 'r' 'r' 't' 'r'],321.9377353191186
1,['t' 't' 'r' 'r' 'r' 'r'],278.14161439339443
1,['r' 't' 'r' 'r' 't' 'r'],335.16973752131656
1,['r' 't' 't' 't' 't' 't' 't'],286.8322614144117
1,['r' 'r' 't' 'r' 't' 'r'],288.2976720267321
1,['t' 't' 'r' 'r' 't' 'r'],338.8421868726888
1,['r' 't' 'r' 'r' 't' 'r'],345.993968252045
1,['t' 't' 'r' 'r' 't' 'r'],348.5458960679714
0,['r' 'r' 't' 'r' 't' 'r'],338.8421868726888
0,['t' 't' 'r' 'r' 't' 'r'],345.993968252045
0,['r' 't' 'r' 'r' 't' 'r'],348.5458960679714
1,['r' 't' 'r' 'r' 't' 'r'],353.0367462342009
1,['r' 't' 'r' 'r' 't' 'r'],305.2838530282192
1,['r' 'r' 't' 'r' 't' 'r'],361.2827018717025
1,['r' 'r' 't' 'r' 't' 'r'],312.4745640846708
1,['r' 'r' 't' 'r' 'r' 'r'],368.56006507307933
1,['t' 't' 't' 'r' 't' 'r'],320.19585218106096
1,['r' 'r' 't' 'r' 't' 'r'],373.9963031944303
1,['r' 't' 'r' 'r' 't' 'r'],378.34342337449704
0,['r' 'r' 't' 'r' 't' 'r'],368.56006507307933
0,['t' 't' 't' 'r' 't' 'r'],373.9963031944303
0,['r' 'r' 't' 'r' 't' 'r'],378.34342337449704
1,['t' 't' 't' 'r' 't' 'r'],379.9802869793858
1,['r' 'r' 't' 'r' 't' 'r'],382.95923048641095
1,['r' 'r' 't' 'r' 't' 'r'],334.3082833436513
1,['r' 'r' 't' 'r' 't' 'r'],335.185751687062
1,['r' 'r' 't' 'r' 't' 'r'],389.25458002271836
1,['t' 't' 't' 'r' 't' 'r'],392.574525765988
1,['r' 'r' 't' 'r' 't' 'r'],395.1708060640389
1,['r' 'r' 't' 'r' 't' 'r'],398.9109705712794
0,['r' 'r' 't' 'r' 't' 'r'],392.574525765988
0,['t' 't' 't' 'r' 't' 'r'],395.1708060640389
0,['r' 'r' 't' 'r' 't' 'r'],398.9109705712794
1,['t' 't' 't' 'r' 't' 'r'],354.06597465012726
1,['t' 't' 't' 'r' 't' 'r'],406.5723534176784
1,['r' 'r' 't' 'r' 't' 't'],410.36796912921056
1,['r' 'r' 't' 'r' 't' 'r'],413.65960442646826
1,['t' 't' 't' 'r' 't' 'r'],415.2382361306544
1,['t' 't' 't' 'r' 't' 'r'],415.6211830566805
1,['r' 'r' 'r' 'r' 't' 'r'],417.97727630205947
1,['r' 'r' 't' 'r' 't' 'r'],371.26410109918965
0,['r' 'r' 't' 'r' 't' 'r'],415.2382361306544
0,['t' 't' 't' 'r' 't' 'r'],415.6211830566805
0,['t' 't' 't' 'r' 't' 'r'],417.97727630205947
1,['t' 't' 't' 'r' 't' 'r'],423.35694426390273
1,['t' 'r' 't' 'r' 't' 'r'],426.0267475066234
1,['t' 't' 't' 'r' 't' 'r'],426.83477247510274
1,['t' 't' 't' 'r' 't' 'r'],428.9689046588838
1,['r' 'r' 't' 'r' 't' 'r'],428.8350908768187
1,['t' 't' 't' 'r' 't' 'r'],431.6431688175991
1,['r' 'r' 't' 'r' 't' 'r'],432.5092421324456
1,['r' 't' 't' 'r' 't' 'r'],432.73881583099427
0,['r' 'r' 't' 'r' 't' 'r'],431.6431688175991
0,['t' 't' 't' 'r' 't' 'r'],432.5092421324456
0,['r' 'r' 't' 'r' 't' 'r'],432.73881583099427
1,['r' 'r' 't' 'r' 't' 'r'],436.3280021254472
1,['r' 'r' 't' 'r' 't' 'r'],436.60781291716023
1,['r' 'r' 't' 'r' 't' 'r'],439.03970094410624
1,['r' 'r' 't' 'r' 't' 'r'],441.3993962337006
1,['t' 't' 't' 'r' 't' 'r'],442.29709416129236
1,['r' 'r' 't' 'r' 't' 'r'],444.2837164949074
1,['r' 't' 't' 'r' 't' 'r'],444.9265128518467
1,['t' 't' 't' 'r' 't' 'r'],448.6858350822805
0,['t' 't' 't' 'r' 't' 'r'],444.2837164949074
0,['r' 'r' 't' 'r' 't' 'r'],444.9265128518467
0,['r' 't' 't' 'r' 't' 'r'],448.6858350822805
1,['r' 'r' 't' 'r' 't' 'r'],450.9006168473482
1,['r' 't' 't' 't' 't' 'r'],451.4495759943282
1,['t' 't' 't' 'r' 't' 'r'],454.1103608803326
1,['t' 't' 't' 'r' 't' 'r'],455.6914338203625
